UniProt ID,Gene,Protein name
Q8WW22,DNAJA4,DnaJ homolog subfamily A member 4
Q9UBC9,SPRR3,Small proline-rich protein 3
P08579,SNRPB2,U2 small nuclear ribonucleoprotein B''
Q92888,ARHGEF1,Rho guanine nucleotide exchange factor 1
A0FGR8,ESYT2,Extended synaptotagmin-2
P55210,CASP7,Caspase-7
Q7Z4V5,HDGFL2,Hepatoma-derived growth factor-related protein 2
O95954,FTCD,Formimidoyltransferase-cyclodeaminase
P11137,MAP2,Microtubule-associated protein 2
Q01432,AMPD3,AMP deaminase 3
Q9Y6X8,ZHX2,Zinc fingers and homeoboxes protein 2
O75146,HIP1R,Huntingtin-interacting protein 1-related protein
P54819,AK2,Adenylate kinase 2
O60220,TIMM8A,Mitochondrial import inner membrane translocase subunit Tim8 A
P07320,CRYGD,Gamma-crystallin D
Q9NR46,SH3GLB2,Endophilin-B2
Q9NRY6,PLSCR3,Phospholipid scramblase 3
Q96CN9,GCC1,GRIP and coiled-coil domain-containing protein 1
Q9NXV2,KCTD5,BTB/POZ domain-containing protein KCTD5
P54252,ATXN3,Ataxin-3
Q8IXM2,BAP18,Chromatin complexes subunit BAP18
A8MVW5,HEPACAM2,HEPACAM family member 2
Q07817,BCL2L1,Bcl-2-like protein 1
Q8TF65,GIPC2,PDZ domain-containing protein GIPC2
P53814,SMTN,Smoothelin
Q00722,PLCB2,1-phosphatidylinositol 4
Q8N4C8,MINK1,Misshapen-like kinase 1
P40313,CTRL,Chymotrypsin-like protease CTRL-1
P22307,SCP2,Sterol carrier protein 2
Q6NXT1,ANKRD54,Ankyrin repeat domain-containing protein 54
Q7Z6M1,RABEPK,Rab9 effector protein with kelch motifs
Q7Z7D3,VTCN1,V-set domain-containing T-cell activation inhibitor 1
Q8IWL2,SFTPA1,Pulmonary surfactant-associated protein A1
P54727,RAD23B,UV excision repair protein RAD23 homolog B
Q92982,NINJ1,Ninjurin-1
P01242,GH2,Growth hormone variant
Q6PGN9,PSRC1,Proline/serine-rich coiled-coil protein 1
O14662,STX16,Syntaxin-16
P06731,CEACAM5,Carcinoembryonic antigen-related cell adhesion molecule 5
O60828,PQBP1,Polyglutamine-binding protein 1
A4D1B5,GSAP,Gamma-secretase-activating protein
Q7LG56,RRM2B,Ribonucleoside-diphosphate reductase subunit M2 B
O14964,HGS,Hepatocyte growth factor-regulated tyrosine kinase substrate
Q9P0J1,PDP1,[Pyruvate dehydrogenase [acetyl-transferring]]-phosphatase 1
P49788,RARRES1,Retinoic acid receptor responder protein 1
O75787,ATP6AP2,Renin receptor
Q9H4P4,RNF41,E3 ubiquitin-protein ligase NRDP1
Q9Y5V3,MAGED1,Melanoma-associated antigen D1
Q8N5S9,CAMKK1,Calcium/calmodulin-dependent protein kinase kinase 1
Q9NRA1,PDGFC,Platelet-derived growth factor C
P35813,PPM1A,Protein phosphatase 1A
P43629,KIR3DL1,Killer cell immunoglobulin-like receptor 3DL1
Q08AG7,MZT1,Mitotic-spindle organizing protein 1
P31350,RRM2,Ribonucleoside-diphosphate reductase subunit M2
P41586,ADCYAP1R1,Pituitary adenylate cyclase-activating polypeptide type I receptor
Q8NBZ7,UXS1,UDP-glucuronic acid decarboxylase 1
Q9NS15,LTBP3,Latent-transforming growth factor beta-binding protein 3
P39748,FEN1,Flap endonuclease 1
Q6BAA4,FCRLB,Fc receptor-like B
P50749,RASSF2,Ras association domain-containing protein 2
O75493,CA11,Carbonic anhydrase-related protein 11
P43628,KIR2DL3,Killer cell immunoglobulin-like receptor 2DL3
Q9Y243,AKT3,RAC-gamma serine/threonine-protein kinase
P21810,BGN,Biglycan
P35070,BTC,Probetacellulin
P48643,CCT5,T-complex protein 1 subunit epsilon
Q9UKR0,KLK12,Kallikrein-12
Q07960,ARHGAP1,Rho GTPase-activating protein 1
P46060,RANGAP1,Ran GTPase-activating protein 1
Q7Z434,MAVS,Mitochondrial antiviral-signaling protein
Q05516,ZBTB16,Zinc finger and BTB domain-containing protein 16
Q7L5Y9,MAEA,E3 ubiquitin-protein transferase MAEA
P07332,FES,Tyrosine-protein kinase Fes/Fps
P34130,NTF4,Neurotrophin-4
Q96NB1,CEP20,Centrosomal protein 20
O15116,LSM1,U6 snRNA-associated Sm-like protein LSm1
Q9Y265,RUVBL1,RuvB-like 1
O00221,NFKBIE,NF-kappa-B inhibitor epsilon
Q9UKS7,IKZF2,Zinc finger protein Helios
Q9P0V8,SLAMF8,SLAM family member 8
P31994,FCGR2B,Low affinity immunoglobulin gamma Fc region receptor II-b
Q3B7J2,GFOD2,Glucose-fructose oxidoreductase domain-containing protein 2
Q13490,BIRC2,Baculoviral IAP repeat-containing protein 2
Q8IWL1,SFTPA2,Pulmonary surfactant-associated protein A2
O43752,STX6,Syntaxin-6
O60907,TBL1X,F-box-like/WD repeat-containing protein TBL1X
P25786,PSMA1,Proteasome subunit alpha type-1
Q9UQQ2,SH2B3,SH2B adapter protein 3
O75380,NDUFS6,NADH dehydrogenase [ubiquinone] iron-sulfur protein 6
O75569,PRKRA,Interferon-inducible double-stranded RNA-dependent protein kinase activator A
O95786,RIGI,Antiviral innate immune response receptor RIG-I
P43490,NAMPT,Nicotinamide phosphoribosyltransferase
Q6EIG7,CLEC6A,C-type lectin domain family 6 member A
Q9Y2Z0,SUGT1,Protein SGT1 homolog
Q8WUX2,CHAC2,Glutathione-specific gamma-glutamylcyclotransferase 2
Q9Y223,GNE,Bifunctional UDP-N-acetylglucosamine 2-epimerase/N-acetylmannosamine kinase
P04637,TP53,Cellular tumor antigen p53
Q06787,FMR1,Fragile X messenger ribonucleoprotein 1
P55008,AIF1,Allograft inflammatory factor 1
Q9Y639,NPTN,Neuroplastin
Q9BUE0,MED18,Mediator of RNA polymerase II transcription subunit 18
P01375,TNF,Tumor necrosis factor
P30260,CDC27,Cell division cycle protein 27 homolog
Q01543,FLI1,Friend leukemia integration 1 transcription factor
O00186,STXBP3,Syntaxin-binding protein 3
Q6P2H3,CEP85,Centrosomal protein of 85 kDa
Q16772,GSTA3,Glutathione S-transferase A3
Q8TD06,AGR3,Anterior gradient protein 3
P15121,AKR1B1,Aldo-keto reductase family 1 member B1
P40198,CEACAM3,Carcinoembryonic antigen-related cell adhesion molecule 3
Q8WYN0,ATG4A,Cysteine protease ATG4A
P14136,GFAP,Glial fibrillary acidic protein
P01229,LHB,Lutropin subunit beta
Q9BSW2,CRACR2A,EF-hand calcium-binding domain-containing protein 4B
Q9UQB8,BAIAP2,Brain-specific angiogenesis inhibitor 1-associated protein 2
Q6UX82,LYPD8,Ly6/PLAUR domain-containing protein 8
Q9UHF1,EGFL7,Epidermal growth factor-like protein 7
Q99683,MAP3K5,Mitogen-activated protein kinase kinase kinase 5
Q96DU3,SLAMF6,SLAM family member 6
P35637,FUS,RNA-binding protein FUS
P06850,CRH,Corticoliberin
Q8IUK5,PLXDC1,Plexin domain-containing protein 1
P55789,GFER,FAD-linked sulfhydryl oxidase ALR
Q9Y5L3,ENTPD2,Ectonucleoside triphosphate diphosphohydrolase 2
P0CG37,CFC1,Cryptic protein
Q96PQ0,SORCS2,VPS10 domain-containing receptor SorCS2
P01275,GCG,Pro-glucagon
Q9NX58,LYAR,Cell growth-regulating nucleolar protein
P10747,CD28,T-cell-specific surface glycoprotein CD28
O60760,HPGDS,Hematopoietic prostaglandin D synthase
Q13145,BAMBI,BMP and activin membrane-bound inhibitor homolog
O14713,ITGB1BP1,Integrin beta-1-binding protein 1
P09110,ACAA1,3-ketoacyl-CoA thiolase
P51580,TPMT,Thiopurine S-methyltransferase
O43524,FOXO3,Forkhead box protein O3
P36888,FLT3,Receptor-type tyrosine-protein kinase FLT3
Q9BQ51,PDCD1LG2,Programmed cell death 1 ligand 2
P08069,IGF1R,Insulin-like growth factor 1 receptor
Q8TE58,ADAMTS15,A disintegrin and metalloproteinase with thrombospondin motifs 15
P05231,IL6,Interleukin-6
P51692,STAT5B,Signal transducer and activator of transcription 5B
Q15427,SF3B4,Splicing factor 3B subunit 4
Q9UHD8,SEPTIN9,Septin-9
P00519,ABL1,Tyrosine-protein kinase ABL1
Q5VIR6,VPS53,Vacuolar protein sorting-associated protein 53 homolog
Q9BYE9,CDHR2,Cadherin-related family member 2
P61218,POLR2F,DNA-directed RNA polymerases I
Q86WD7,SERPINA9,Serpin A9
Q9Y6A5,TACC3,Transforming acidic coiled-coil-containing protein 3
Q9NUY8,TBC1D23,TBC1 domain family member 23
O95831,AIFM1,Apoptosis-inducing factor 1
P34949,MPI,Mannose-6-phosphate isomerase
Q6UXD5,SEZ6L2,Seizure 6-like protein 2
Q7L5N7,LPCAT2,Lysophosphatidylcholine acyltransferase 2
Q9UKR3,KLK13,Kallikrein-13
Q9GZY6,LAT2,Linker for activation of T-cells family member 2
Q07954,LRP1,Prolow-density lipoprotein receptor-related protein 1
Q9Y653,ADGRG1,Adhesion G-protein coupled receptor G1
P55273,CDKN2D,Cyclin-dependent kinase 4 inhibitor D
P05783,KRT18,Keratin
P10606,COX5B,Cytochrome c oxidase subunit 5B
Q9UJ71,CD207,C-type lectin domain family 4 member K
O94760,DDAH1,N(G)
P17948,FLT1,Vascular endothelial growth factor receptor 1
O75695,RP2,Protein XRP2
Q9Y662,HS3ST3B1,Heparan sulfate glucosamine 3-O-sulfotransferase 3B1
O00233,PSMD9,26S proteasome non-ATPase regulatory subunit 9
Q9H4A9,DPEP2,Dipeptidase 2
P05937,CALB1,Calbindin
P08473,MME,Neprilysin
P50583,NUDT2,Bis(5'-nucleosyl)-tetraphosphatase [asymmetrical]
Q9HAV7,GRPEL1,GrpE protein homolog 1
O95498,VNN2,Pantetheine hydrolase VNN2
Q9BTE6,AARSD1,Alanyl-tRNA editing protein Aarsd1
O75054,IGSF3,Immunoglobulin superfamily member 3
Q9UK85,DKKL1,Dickkopf-like protein 1
O15357,INPPL1,Phosphatidylinositol 3
P18627,LAG3,Lymphocyte activation gene 3 protein
P28907,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1
Q8N129,CNPY4,Protein canopy homolog 4
Q49AH0,CDNF,Cerebral dopamine neurotrophic factor
P38936,CDKN1A,Cyclin-dependent kinase inhibitor 1
Q96EK5,KIFBP,KIF-binding protein
Q7Z5A7,TAFA5,Chemokine-like protein TAFA-5
Q11201,ST3GAL1,CMP-N-acetylneuraminate-beta-galactosamide-alpha-2
Q96RT1,ERBIN,Erbin
P37108,SRP14,Signal recognition particle 14 kDa protein
Q86SJ6,DSG4,Desmoglein-4
Q12846,STX4,Syntaxin-4
P29459_P29460,IL12A_IL12B,Interleukin-12
Q8IX05,CD302,CD302 antigen
Q9C0C4,SEMA4C,Semaphorin-4C
O00451,GFRA2,GDNF family receptor alpha-2
P15848,ARSB,Arylsulfatase B
O14828,SCAMP3,Secretory carrier-associated membrane protein 3
Q8N386,LRRC25,Leucine-rich repeat-containing protein 25
Q13561,DCTN2,Dynactin subunit 2
P55039,DRG2,Developmentally-regulated GTP-binding protein 2
Q9BSL1,UBAC1,Ubiquitin-associated domain-containing protein 1
Q14241,ELOA,Elongin-A
Q9BS26,ERP44,Endoplasmic reticulum resident protein 44
Q96I82,KAZALD1,Kazal-type serine protease inhibitor domain-containing protein 1
Q6UWW8,CES3,Carboxylesterase 3
Q9Y5K8,ATP6V1D,V-type proton ATPase subunit D
P29317,EPHA2,Ephrin type-A receptor 2
Q9BSG5,RTBDN,Retbindin
O43570,CA12,Carbonic anhydrase 12
P49441,INPP1,Inositol polyphosphate 1-phosphatase
P07949,RET,Proto-oncogene tyrosine-protein kinase receptor Ret
Q9Y570,PPME1,Protein phosphatase methylesterase 1
P07947,YES1,Tyrosine-protein kinase Yes
Q8N9I9,DTX3,Probable E3 ubiquitin-protein ligase DTX3
P07948,LYN,Tyrosine-protein kinase Lyn
O75144,ICOSLG,ICOS ligand
P23515,OMG,Oligodendrocyte-myelin glycoprotein
Q99717,SMAD5,Mothers against decapentaplegic homolog 5
P42658,DPP6,Dipeptidyl aminopeptidase-like protein 6
Q8NEZ2,VPS37A,Vacuolar protein sorting-associated protein 37A
O60825,PFKFB2,6-phosphofructo-2-kinase/fructose-2
P15514,AREG,Amphiregulin
O00592,PODXL,Podocalyxin
Q7Z5R6,APBB1IP,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein
Q9NZT2,OGFR,Opioid growth factor receptor
Q13576,IQGAP2,Ras GTPase-activating-like protein IQGAP2
Q9UBM4,OPTC,Opticin
P25685,DNAJB1,DnaJ homolog subfamily B member 1
P98073,TMPRSS15,Enteropeptidase
P50120,RBP2,Retinol-binding protein 2
O00748,CES2,Cocaine esterase
O60763,USO1,General vesicular transport factor p115
O00622,CCN1,CCN family member 1
P82980,RBP5,Retinol-binding protein 5
Q86SJ2,AMIGO2,Amphoterin-induced protein 2
Q86SR1,GALNT10,Polypeptide N-acetylgalactosaminyltransferase 10
P58499,FAM3B,Protein FAM3B
O15263,DEFB4A,
P80511,S100A12,Protein S100-A12
Q8IXJ6,SIRT2,NAD-dependent protein deacetylase sirtuin-2
Q99795,GPA33,Cell surface A33 antigen
Q86SF2,GALNT7,N-acetylgalactosaminyltransferase 7
Q8WXI7,MUC16,Mucin-16
Q02742,GCNT1,Beta-1
Q13421,MSLN,Mesothelin
Q7Z5L0,VMO1,Vitelline membrane outer layer protein 1 homolog
Q99536,VAT1,Synaptic vesicle membrane protein VAT-1 homolog
P05187,ALPP,Alkaline phosphatase
Q16653,MOG,Myelin-oligodendrocyte glycoprotein
P08397,HMBS,Porphobilinogen deaminase
Q9NTU7,CBLN4,Cerebellin-4
Q9P1Z2,CALCOCO1,Calcium-binding and coiled-coil domain-containing protein 1
P01303,NPY,Pro-neuropeptide Y
Q14213_Q8NEV9,EBI3_IL27,Interleukin-27
Q9Y336,SIGLEC9,Sialic acid-binding Ig-like lectin 9
Q9Y5K2,KLK4,Kallikrein-4
P16870,CPE,Carboxypeptidase E
P26010,ITGB7,Integrin beta-7
O43699,SIGLEC6,Sialic acid-binding Ig-like lectin 6
Q9UJM8,HAO1,2-Hydroxyacid oxidase 1
Q15116,PDCD1,Programmed cell death protein 1
Q9H6S3,EPS8L2,Epidermal growth factor receptor kinase substrate 8-like protein 2
P47992,XCL1,Lymphotactin
Q14203,DCTN1,Dynactin subunit 1
P13521,SCG2,Secretogranin-2
Q9ULX7,CA14,Carbonic anhydrase 14
Q9NSA1,FGF21,Fibroblast growth factor 21
O43715,TRIAP1,TP53-regulated inhibitor of apoptosis 1
P30041,PRDX6,Peroxiredoxin-6
O60911,CTSV,Cathepsin L2
P47929,LGALS7,
Q9P0G3,KLK14,Kallikrein-14
O14558,HSPB6,Heat shock protein beta-6
Q9H156,SLITRK2,SLIT and NTRK-like protein 2
Q9C005,DPY30,Protein dpy-30 homolog
Q9GZV9,FGF23,Fibroblast growth factor 23
O43827,ANGPTL7,Angiopoietin-related protein 7
P02760,AMBP,Protein AMBP
Q14790,CASP8,Caspase-8
Q9BXY4,RSPO3,R-spondin-3
P06756,ITGAV,Integrin alpha-V
Q16790,CA9,Carbonic anhydrase 9
Q496F6,CD300E,CMRF35-like molecule 2
Q9H6B4,CLMP,CXADR-like membrane protein
P20472,PVALB,Parvalbumin alpha
Q6PCB0,VWA1,von Willebrand factor A domain-containing protein 1
Q96D42,HAVCR1,Hepatitis A virus cellular receptor 1
Q10471,GALNT2,Polypeptide N-acetylgalactosaminyltransferase 2
Q9BZR6,RTN4R,Reticulon-4 receptor
Q96I15,SCLY,Selenocysteine lyase
Q02246,CNTN2,Contactin-2
Q9UBG3,CRNN,Cornulin
P98082,DAB2,Disabled homolog 2
Q96JA1,LRIG1,Leucine-rich repeats and immunoglobulin-like domains protein 1
P10145,CXCL8,Interleukin-8
P40121,CAPG,Macrophage-capping protein
Q9NPH0,ACP6,Lysophosphatidic acid phosphatase type 6
P09105,HBQ1,Hemoglobin subunit theta-1
P27695,APEX1,DNA repair nuclease/redox regulator APEX1
Q9H3G5,CPVL,Probable serine carboxypeptidase CPVL
Q96NA2,RILP,Rab-interacting lysosomal protein
P50579,METAP2,Methionine aminopeptidase 2
P35052,GPC1,Glypican-1
P39900,MMP12,Macrophage metalloelastase
P13726,F3,Tissue factor
O60243,HS6ST1,Heparan-sulfate 6-O-sulfotransferase 1
Q16595,FXN,Frataxin
Q2VWP7,PRTG,Protogenin
O95388,CCN4,CCN family member 4
P05089,ARG1,Arginase-1
Q9NS68,TNFRSF19,Tumor necrosis factor receptor superfamily member 19
P09758,TACSTD2,Tumor-associated calcium signal transducer 2
P80303,NUCB2,Nucleobindin-2
P06127,CD5,T-cell surface glycoprotein CD5
Q6UWN8,SPINK6,Serine protease inhibitor Kazal-type 6
Q9HAV5,EDA2R,Tumor necrosis factor receptor superfamily member 27
P09960,LTA4H,Leukotriene A-4 hydrolase
Q00796,SORD,Sorbitol dehydrogenase
O00292,LEFTY2,Left-right determination factor 2
P51858,HDGF,Hepatoma-derived growth factor
P16562,CRISP2,Cysteine-rich secretory protein 2
P56159,GFRA1,GDNF family receptor alpha-1
P62166,NCS1,Neuronal calcium sensor 1
Q16775,HAGH,Hydroxyacylglutathione hydrolase
P32926,DSG3,Desmoglein-3
Q9H4F8,SMOC1,SPARC-related modular calcium-binding protein 1
Q8WWY7,WFDC12,WAP four-disulfide core domain protein 12
O15123,ANGPT2,Angiopoietin-2
Q9Y5W5,WIF1,Wnt inhibitory factor 1
Q99075,HBEGF,Proheparin-binding EGF-like growth factor
P80075,CCL8,C-C motif chemokine 8
P35318,ADM,Pro-adrenomedullin
P35475,IDUA,Alpha-L-iduronidase
Q8TDQ1,CD300LF,CMRF35-like molecule 1
Q16543,CDC37,Hsp90 co-chaperone Cdc37
O43464,HTRA2,Serine protease HTRA2
P20138,CD33,Myeloid cell surface antigen CD33
Q8NCC3,PLA2G15,Phospholipase A2 group XV
Q96PD2,DCBLD2,Discoidin
O14974,PPP1R12A,Protein phosphatase 1 regulatory subunit 12A
O00244,ATOX1,Copper transport protein ATOX1
Q5JTD0,TJAP1,Tight junction-associated protein 1
P21802,FGFR2,Fibroblast growth factor receptor 2
Q96SM3,CPXM1,Probable carboxypeptidase X1
Q7Z4W1,DCXR,L-xylulose reductase
P20851,C4BPB,C4b-binding protein beta chain
Q9NP84,TNFRSF12A,Tumor necrosis factor receptor superfamily member 12A
P29017,CD1C,T-cell surface glycoprotein CD1c
P32004,L1CAM,Neural cell adhesion molecule L1
P41439,FOLR3,Folate receptor gamma
P41271,NBL1,Neuroblastoma suppressor of tumorigenicity 1
Q9NZ53,PODXL2,Podocalyxin-like protein 2
Q9BYH1,SEZ6L,Seizure 6-like protein
P21741,MDK,Midkine
Q96NY8,NECTIN4,Nectin-4
P35916,FLT4,Vascular endothelial growth factor receptor 3
Q9H8J5,MANSC1,MANSC domain-containing protein 1
P37173,TGFBR2,TGF-beta receptor type-2
Q92832,NELL1,Protein kinase C-binding protein NELL1
Q96J42,TXNDC15,Thioredoxin domain-containing protein 15
Q02763,TEK,Angiopoietin-1 receptor
P35968,KDR,Vascular endothelial growth factor receptor 2
P21589,NT5E,5'-nucleotidase
P06870,KLK1,Kallikrein-1
Q9UBX1,CTSF,Cathepsin F
Q6FI81,CIAPIN1,Anamorsin
Q9UP79,ADAMTS8,A disintegrin and metalloproteinase with thrombospondin motifs 8
Q9HAT2,SIAE,Sialate O-acetylesterase
P78552,IL13RA1,Interleukin-13 receptor subunit alpha-1
Q14508,WFDC2,WAP four-disulfide core domain protein 2
O95721,SNAP29,Synaptosomal-associated protein 29
Q14512,FGFBP1,Fibroblast growth factor-binding protein 1
O43895,XPNPEP2,Xaa-Pro aminopeptidase 2
P07237,P4HB,Protein disulfide-isomerase
Q15303,ERBB4,Receptor tyrosine-protein kinase erbB-4
P09486,SPARC,SPARC
P48307,TFPI2,Tissue factor pathway inhibitor 2
Q9UJ68,MSRA,Mitochondrial peptide methionine sulfoxide reductase
P09958,FURIN,Furin
O75629,CREG1,Protein CREG1
P01298,PPY,Pancreatic polypeptide prohormone
O60259,KLK8,Kallikrein-8
Q9UBX7,KLK11,Kallikrein-11
P26447,S100A4,Protein S100-A4
P04626,ERBB2,Receptor tyrosine-protein kinase erbB-2
P12931,SRC,Proto-oncogene tyrosine-protein kinase Src
P18084,ITGB5,Integrin beta-5
O43240,KLK10,Kallikrein-10
P49767,VEGFC,Vascular endothelial growth factor C
O00548,DLL1,Delta-like protein 1
Q92876,KLK6,Kallikrein-6
P26842,CD27,CD27 antigen
P13688,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1
P15328,FOLR1,Folate receptor alpha
O95274,LYPD3,Ly6/PLAUR domain-containing protein 3
Q16674,MIA,Melanoma-derived growth regulatory protein
Q15797,SMAD1,Mothers against decapentaplegic homolog 1
P42331,ARHGAP25,Rho GTPase-activating protein 25
Q96KB5,PBK,Lymphokine-activated killer T-cell-originated protein kinase
Q8IYV9,IZUMO1,Izumo sperm-egg fusion protein 1
Q15014,MORF4L2,Mortality factor 4-like protein 2
P12004,PCNA,Proliferating cell nuclear antigen
P18848,ATF4,Cyclic AMP-dependent transcription factor ATF-4
Q9NPI5,NMRK2,Nicotinamide riboside kinase 2
P06493,CDK1,Cyclin-dependent kinase 1
P78395,PRAME,Melanoma antigen preferentially expressed in tumors
Q99259,GAD1,Glutamate decarboxylase 1
Q86SQ0,PHLDB2,Pleckstrin homology-like domain family B member 2
Q8N4E4,PDCL2,Phosducin-like protein 2
A6NGN9,IGLON5,IgLON family member 5
Q3MIW9,MUCL3,Mucin-like protein 3
P00167,CYB5A,Cytochrome b5
Q15652,JMJD1C,Probable JmjC domain-containing histone demethylation protein 2C
Q9H9E1,ANKRA2,Ankyrin repeat family A protein 2
Q9GZT3,SLIRP,SRA stem-loop-interacting RNA-binding protein
O75330,HMMR,Hyaluronan mediated motility receptor
Q14674,ESPL1,Separin
Q9UPY8,MAPRE3,Microtubule-associated protein RP/EB family member 3
A7E2Y1,MYH7B,Myosin-7B
Q9H867,VCPKMT,Protein N-lysine methyltransferase METTL21D
Q7Z4W2,LYZL2,Lysozyme-like protein 2
Q9P2D8,UNC79,Protein unc-79 homolog
Q14677,CLINT1,Clathrin interactor 1
Q9UJZ1,STOML2,Stomatin-like protein 2
Q8WZ55,BSND,Barttin
Q12836,ZP4,Zona pellucida sperm-binding protein 4
Q6PUV4,CPLX2,Complexin-2
P48165,GJA8,Gap junction alpha-8 protein
O43889,CREB3,Cyclic AMP-responsive element-binding protein 3
P30304,CDC25A,M-phase inducer phosphatase 1
Q13017,ARHGAP5,Rho GTPase-activating protein 5
P43630,KIR3DL2,Killer cell immunoglobulin-like receptor 3DL2
Q7Z460,CLASP1,CLIP-associating protein 1
P31371,FGF9,Fibroblast growth factor 9
Q8ND71,GIMAP8,GTPase IMAP family member 8
Q9UQE7,SMC3,Structural maintenance of chromosomes protein 3
A8MVZ5,BTNL10P,Putative butyrophilin-like protein 10 pseudogene
Q9H741,SPRING1,SREBP regulating gene protein
O00534,VWA5A,von Willebrand factor A domain-containing protein 5A
Q6NT46,GAGE2A,G antigen 2A
P17980,PSMC3,26S proteasome regulatory subunit 6A
Q14123,PDE1C,Dual specificity calcium/calmodulin-dependent 3'
Q00994,BEX3,Protein BEX3
Q8N130,SLC34A3,Sodium-dependent phosphate transport protein 2C
P31689,DNAJA1,DnaJ homolog subfamily A member 1
O15264,MAPK13,Mitogen-activated protein kinase 13
Q9NS37,CREBZF,CREB/ATF bZIP transcription factor
Q12899,TRIM26,Tripartite motif-containing protein 26
O43739,CYTH3,Cytohesin-3
Q14554,PDIA5,Protein disulfide-isomerase A5
O95793,STAU1,Double-stranded RNA-binding protein Staufen homolog 1
Q03111,MLLT1,Protein ENL
Q9NQP4,PFDN4,Prefoldin subunit 4
Q13972,RASGRF1,Ras-specific guanine nucleotide-releasing factor 1
Q13087,PDIA2,Protein disulfide-isomerase A2
Q9GZP4,PITHD1,PITH domain-containing protein 1
Q8TE77,SSH3,Protein phosphatase Slingshot homolog 3
Q8NDC4,MORN4,MORN repeat-containing protein 4
Q4VC05,BCL7A,B-cell CLL/lymphoma 7 protein family member A
P23771,GATA3,Trans-acting T-cell-specific transcription factor GATA-3
O00337,SLC28A1,Sodium/nucleoside cotransporter 1
P01100,FOS,Protein c-Fos
P29353,SHC1,SHC-transforming protein 1
P07992,ERCC1,DNA excision repair protein ERCC-1
Q12849,GRSF1,G-rich sequence factor 1
Q9UI15,TAGLN3,Transgelin-3
Q6P996,PDXDC1,Pyridoxal-dependent decarboxylase domain-containing protein 1
P34910,EVI2B,Protein EVI2B
Q9ULR5,PAIP2B,Polyadenylate-binding protein-interacting protein 2B
P08700,IL3,Interleukin-3
Q9UN42,ATP1B4,Protein ATP1B4
Q6PH85,DCUN1D2,DCN1-like protein 2
O75409,H2AP,Huntingtin-interacting protein M
Q969P6,TOP1MT,DNA topoisomerase I
Q9Y3C4,TPRKB,EKC/KEOPS complex subunit TPRKB
A8MYV0,DCDC2C,Doublecortin domain-containing protein 2C
P49756,RBM25,RNA-binding protein 25
Q7Z6A9,BTLA,B- and T-lymphocyte attenuator
O43422,THAP12,52 kDa repressor of the inhibitor of the protein kinase
Q86TS9,MRPL52,Large ribosomal subunit protein mL52
Q96SD1,DCLRE1C,Protein artemis
P21781,FGF7,Fibroblast growth factor 7
O75794,CDC123,Translation initiation factor eIF2 assembly protein
Q9H293,IL25,Interleukin-25
Q5VSG8,MANEAL,Glycoprotein endo-alpha-1
Q587J8,KHDC3L,KH domain-containing protein 3
Q9NZQ9,TMOD4,Tropomodulin-4
Q5VT06,CEP350,Centrosome-associated protein 350
Q13127,REST,RE1-silencing transcription factor
O94986,CEP152,Centrosomal protein of 152 kDa
Q8TDX7,NEK7,Serine/threonine-protein kinase Nek7
A8MTB9,CEACAM18,Carcinoembryonic antigen-related cell adhesion molecule 18
Q9Y6I3,EPN1,Epsin-1
Q9H0R8,GABARAPL1,Gamma-aminobutyric acid receptor-associated protein-like 1
Q06609,RAD51,DNA repair protein RAD51 homolog 1
Q14055,COL9A2,Collagen alpha-2(IX) chain
P27701,CD82,CD82 antigen
Q9UBU8,MORF4L1,Mortality factor 4-like protein 1
Q00653,NFKB2,Nuclear factor NF-kappa-B p100 subunit
O95696,BRD1,Bromodomain-containing protein 1
P10398,ARAF,Serine/threonine-protein kinase A-Raf
O75293,GADD45B,Growth arrest and DNA damage-inducible protein GADD45 beta
P42681,TXK,Tyrosine-protein kinase TXK
P01112,HRAS,GTPase HRas
Q9UHL9,GTF2IRD1,General transcription factor II-I repeat domain-containing protein 1
P43166,CA7,Carbonic anhydrase 7
Q6N021,TET2,Methylcytosine dioxygenase TET2
Q8WWU5,TCP11,T-complex protein 11 homolog
O75665,OFD1,Centriole and centriolar satellite protein OFD1
O95777,LSM8,U6 snRNA-associated Sm-like protein LSm8
Q8WUY3,PRUNE2,Protein prune homolog 2
O15164,TRIM24,Transcription intermediary factor 1-alpha
A6NLU5,VSTM2B,V-set and transmembrane domain-containing protein 2B
Q9UK41,VPS28,Vacuolar protein sorting-associated protein 28 homolog
P59282,TPPP2,Tubulin polymerization-promoting protein family member 2
Q8TCU4,ALMS1,Centrosome-associated protein ALMS1
P49662,CASP4,Caspase-4
P11310,ACADM,Medium-chain specific acyl-CoA dehydrogenase
Q13445,TMED1,Transmembrane emp24 domain-containing protein 1
Q9UNP9,PPIE,Peptidyl-prolyl cis-trans isomerase E
O43247,CIMIP4,Ciliary microtubule inner protein 4
B0FP48,UPK3BL1,Uroplakin-3b-like protein 1
Q9H2G2,SLK,STE20-like serine/threonine-protein kinase
O14879,IFIT3,Interferon-induced protein with tetratricopeptide repeats 3
P47928,ID4,DNA-binding protein inhibitor ID-4
O43903,GAS2,Growth arrest-specific protein 2
